CID,DATE,CAR NAME,OWNERSHIP,OFFER,PRICE,TYPE,YEAR,MODE,HP,DISCOUNT,MILEAGE,FUEL,STATUS,DUPLICATE,IGNORE
332,10-03-2016 07:57,Mercedes_Cls_350_cdi_Facelift,private,offer,14500,coupe,2010,automatic,224,150000,1,diesel,NA,10-03-2016 00:00,0
333,22-03-2016 12:49,Opel_Adam_1.2_White_Link_mit_Sportpaket_uvm.,private,offer,10999,Small Car,2014,manual,69,30000,3,petrol,No,22-03-2016 00:00,0
334,13-03-2016 20:39,Mercedes_Benz_SLK_200_Kompressor,private,offer,11500,cabrio,2003,automatic,163,40000,4,petrol,No,13-03-2016 00:00,0
335,24-03-2016 23:57,Audi_A4_Avant_2.0_TDI_DPF_multitronic_Ambiente,private,offer,11500,Combi,2008,automatic,143,150000,8,diesel,No,24-03-2016 00:00,0
336,02-04-2016 02:36,Audi_A6_Avant_3.0_TDI_DPF_quattro,private,offer,8900,Combi,2006,automatic,224,150000,1,diesel,No,02-04-2016 00:00,0
337,07-03-2016 17:57,MITSUBISHI_COLT_1.5_INSTYLE_**_4_TÜRER_**_TOPZUSTAND,private,offer,2750,limousine,2004,manual,109,150000,6,petrol,No,07-03-2016 00:00,0
338,17-03-2016 19:36,Kia_Sportage_1.6_GDI_2WD_inkl.7_Jahre_Kia_Garantie,private,offer,14399,suv,2013,automatic,135,30000,6,petrol,No,17-03-2016 00:00,0
339,21-03-2016 16:59,Mercedes_Benz_200,private,offer,5700,limousine,2001,manual,163,70000,3,petrol,No,21-03-2016 00:00,0
340,21-03-2016 17:36,A4_Avant_1.9_TDI_KOMBI,private,offer,2400,Combi,2004,manual,131,150000,5,diesel,No,21-03-2016 00:00,0
341,08-03-2016 21:44,Audi_A1_1.6_TDI___Misanorot_&_Eissilber__SHZ__Tempomat__SH,private,offer,11900,Small Car,2011,manual,105,80000,4,diesel,No,08-03-2016 00:00,0
342,20-03-2016 19:44,Ford_Fiesta_1.25_Trend,private,offer,5500,Small Car,2010,manual,82,125000,8,petrol,No,20-03-2016 00:00,0
343,09-03-2016 15:37,VW_Multivan_Highline_Leder_Holz_Vollausstattung,private,offer,16990,bus,2005,manual,174,150000,7,diesel,No,09-03-2016 00:00,0
344,05-03-2016 16:54,BMW_318td_compact_Sondermodell_VOLL_Voll_voll_Extras,private,offer,3650,coupe,2003,manual,116,150000,8,diesel,No,05-03-2016 00:00,0
345,11-03-2016 09:50,BMW_320d_DPF_Touring____Neuer_Motor__Navi_Pro__Leder,private,offer,6990,Combi,2006,manual,163,150000,10,diesel,No,11-03-2016 00:00,0
346,15-03-2016 01:47,AUTO__AUDI_A3__ZU_VERKAUFEN.,private,offer,14500,Combi,2011,manual,140,90000,12,diesel,NA,14-03-2016 00:00,0
347,31-03-2016 08:56,VWPassat2.0TDI1HandHighline170PSXenonLederScheckheftTÜV03.18Stzhz,private,offer,8650,Combi,2007,manual,170,150000,1,diesel,No,31-03-2016 00:00,0
348,10-03-2016 22:53,Bmw_318i,private,offer,2800,limousine,2002,manual,143,150000,7,petrol,NA,10-03-2016 00:00,0
349,11-03-2016 14:56,GOLF_1.9TDI_131PS_6_Gang_Klima,private,offer,2100,limousine,2002,manual,131,150000,8,diesel,No,11-03-2016 00:00,0
350,08-03-2016 13:44,Alfa_Romeo_147_1.9_JTD_16V_M_Jet_FESTPREIS,private,offer,1500,limousine,2005,manual,150,150000,3,diesel,Yes,08-03-2016 00:00,0
351,14-03-2016 22:48,Mercedes_Benz_E_200_T_Kompressor_Automatik,private,offer,9800,Combi,2005,automatic,163,100000,9,petrol,No,14-03-2016 00:00,0
352,13-03-2016 18:37,Volkswagen_Passat_2.0_FSI_Trendline,private,offer,5900,limousine,2005,manual,150,125000,6,petrol,No,13-03-2016 00:00,0
353,06-03-2016 15:47,Ford_Mondeo_Turnier_2.0_TDCi_Titanium,private,offer,5800,Combi,2008,manual,140,150000,6,diesel,No,06-03-2016 00:00,0
354,06-03-2016 15:46,Opel_Corsa_C_1.3_CDTI_*wenig_Verbrauch*_8_Fach_bereift,private,offer,2450,Small Car,2005,manual,75,150000,5,diesel,No,06-03-2016 00:00,0
355,28-03-2016 13:49,Mercedes_Benz_CLA_220__CDI__d_7G_DCT_AMG_Line,private,offer,36999,coupe,2015,automatic,177,10000,8,diesel,No,28-03-2016 00:00,0
356,05-04-2016 19:06,Volkswagen_Passat_Variant_1.9_TDI_Trendline,private,offer,5450,Combi,2006,manual,105,150000,5,diesel,No,05-04-2016 00:00,0
357,11-03-2016 11:50,Mazda_Cabrio_MX_5_NB,private,offer,6999,cabrio,2002,manual,0,50000,0,petrol,No,11-03-2016 00:00,0
358,03-04-2016 10:53,Renault_Laguna_Grandtour_1.8_Emotion,private,offer,1900,Combi,2003,manual,120,150000,11,petrol,No,03-04-2016 00:00,0
359,17-03-2016 12:51,"Volkswagen_Golf_2.0_R_DSG_Luftfahrwerk__20""_Felgen",private,offer,24400,limousine,2011,automatic,271,60000,4,petrol,No,17-03-2016 00:00,0
360,26-03-2016 23:36,MINI_Cooper_D_Clubman,private,offer,9990,Combi,2008,manual,109,125000,1,diesel,No,26-03-2016 00:00,0
361,29-03-2016 20:40,Ford_Focus_Cabrio_2.0_TDCi_Titanium_Navi_Leder,private,offer,9000,cabrio,2008,manual,136,150000,7,diesel,No,29-03-2016 00:00,0
362,29-03-2016 20:38,Opel_Corsa_D/_mit_neuem_TÜV,private,offer,3550,Small Car,2007,manual,75,150000,3,diesel,No,29-03-2016 00:00,0
363,21-03-2016 09:38,Golf_V_1.9_TDI,private,offer,2950,limousine,2004,manual,105,150000,11,diesel,Yes,21-03-2016 00:00,0
364,29-03-2016 22:53,Opel_Zafira_1.9_CDTI,private,offer,4800,bus,2006,manual,120,125000,11,diesel,No,29-03-2016 00:00,0
365,20-03-2016 12:39,BMW_330d_DPF_Aut.,private,offer,13499,limousine,2007,automatic,231,150000,2,diesel,No,20-03-2016 00:00,0
366,12-03-2016 18:00,BMW_320d_Touring,private,offer,6000,Combi,2005,manual,163,150000,12,diesel,No,12-03-2016 00:00,0
367,19-03-2016 16:54,BMW_120d_Cabrio_Aut.,private,offer,13000,cabrio,2009,automatic,177,100000,3,diesel,No,19-03-2016 00:00,0
368,25-03-2016 16:58,Toyota_RAV_4_D_4D_mit_Bullfaenger_8_x_Reifen,private,offer,5250,suv,2003,manual,116,150000,10,diesel,No,25-03-2016 00:00,0
369,27-03-2016 13:44,Smart_smart_cdi,private,offer,1100,Small Car,2001,NA,41,150000,11,diesel,No,27-03-2016 00:00,0
370,19-03-2016 20:40,BMW_335i_Coupé_DKG_Leder_Navi_Glasdach_PDCv+h_++++,private,offer,26800,coupe,2010,automatic,306,40000,6,petrol,No,19-03-2016 00:00,0
371,05-03-2016 14:21,Opel_Astra_1.6_Sports_Tourer_Design_Edition,private,offer,12800,Combi,2011,manual,140,50000,8,petrol,No,04-03-2016 00:00,0
372,20-03-2016 23:46,Fiat_punto_1.2,private,offer,2000,limousine,2006,manual,0,150000,5,petrol,No,20-03-2016 00:00,0
373,31-03-2016 14:37,Opel_Zafira,private,offer,2000,bus,2003,manual,0,150000,9,petrol,No,31-03-2016 00:00,0
374,30-03-2016 21:49,Volkswagen_Passat_Variant_2.0_TDI_Highline,private,offer,5500,Combi,2005,manual,140,150000,8,diesel,No,30-03-2016 00:00,0
375,09-03-2016 11:38,Volkswagen_Golf_Variant_1.2_TSI_BlueMotion_AHK,private,offer,16900,Combi,2015,manual,86,20000,2,petrol,No,09-03-2016 00:00,0
376,10-03-2016 00:52,Mercedes_Benz_CLK_Coupe_220_CDI_Automatik_Elegance_DPF,private,offer,8490,coupe,2007,automatic,150,150000,4,diesel,No,09-03-2016 00:00,0
377,26-03-2016 10:50,Audi_A6_Allroad,private,offer,3799,Combi,2001,automatic,250,150000,10,petrol,No,26-03-2016 00:00,0
378,21-03-2016 22:49,Opel_Corsa_1.0_TÜV_Meu_Gruene_plakette_Klima_Servo,private,offer,1499,Small Car,2004,manual,60,125000,9,petrol,No,21-03-2016 00:00,0
379,19-03-2016 12:47,Ford_Transit_260_K_TDCi_Lkw_2_2_TDCI,private,offer,3949,bus,2008,manual,86,150000,4,diesel,No,19-03-2016 00:00,0
381,12-03-2016 16:51,Slk_320_6_Zylinder._Vollausstattung,private,offer,9900,cabrio,2000,automatic,214,125000,11,petrol,No,12-03-2016 00:00,0
382,25-03-2016 09:50,Volkswagen_Passat_Variant_2.0_TDI_4Motion_Highline,private,offer,4350,Combi,2007,manual,140,150000,3,diesel,No,25-03-2016 00:00,0
383,02-04-2016 19:44,Mercedes_Benz_CLK_200_K_Cabrio_Avantgarde_Leder_Automatik__Ahk,private,offer,6990,cabrio,2001,automatic,163,150000,6,petrol,No,02-04-2016 00:00,0
384,05-03-2016 18:42,Opel_Corsa_C_1.0,private,offer,1190,Small Car,2001,manual,60,150000,7,petrol,NA,05-03-2016 00:00,0
385,21-03-2016 11:52,Volvo_V40_1.9D_aus_2004,private,offer,2000,Combi,2004,manual,115,150000,2,diesel,No,21-03-2016 00:00,0
386,31-03-2016 16:54,Verk._CLK_Cabrio_230_Kompresor,private,offer,7499,cabrio,2001,automatic,230,150000,5,petrol,No,31-03-2016 00:00,0
387,19-03-2016 15:48,BMW_320D___Gruene_Plakette,private,offer,3950,limousine,2003,NA,150,150000,5,diesel,NA,19-03-2016 00:00,0
388,05-03-2016 22:51,Volkswagen_Sharan_2.0_TDI_BlueMotion_Technology_Trendline,private,offer,16750,bus,2010,manual,140,125000,8,diesel,No,05-03-2016 00:00,0
389,04-04-2016 21:56,Smart_smart_fortwo_coupe_softouch_passion_micro_hy...,private,offer,7450,Small Car,2013,automatic,71,20000,3,petrol,No,04-04-2016 00:00,0
390,07-03-2016 12:45,Volkswagen_Touran_2.0_TDI_Highline,private,offer,5100,bus,2003,manual,136,150000,11,diesel,No,07-03-2016 00:00,0
391,11-03-2016 19:57,VW_Golf_6_GT/R_Line_neuer_Motor_sehr_viel_Ausstattung_Individual_,private,offer,8999,limousine,2009,manual,122,150000,2,petrol,No,11-03-2016 00:00,0
392,06-03-2016 08:52,PEUGEOT_206+_60_URBAN_MOVE____HU_02/2018___UNFALLFREI_!!!!,private,offer,5300,limousine,2011,manual,60,70000,7,petrol,No,06-03-2016 00:00,0
393,12-03-2016 12:38,NISSAN_MICRA_VISA_1_2_59_kW_Bj_2003_Unfallfrei!_Top_erhalten!,private,offer,2400,Small Car,2003,manual,59,80000,5,petrol,No,12-03-2016 00:00,0
394,01-04-2016 10:38,Hyundai_Tucson_2.0Ltr_komplett_oder_GLS_als_Teilspender,private,offer,1200,suv,2007,manual,0,80000,9,petrol,NA,01-04-2016 00:00,0
395,30-03-2016 16:42,Audi_A6_3.0TDI_Vollausstattung,private,offer,17400,Combi,2012,automatic,204,150000,9,NA,Yes,30-03-2016 00:00,0
396,30-03-2016 17:52,KIA__2.5_disel___klima,private,offer,3750,suv,2003,NA,140,150000,5,diesel,No,30-03-2016 00:00,0
397,16-03-2016 12:55,Dacia_Logan_MCV_1.6__Laureate,private,offer,2750,Combi,2007,manual,105,150000,12,petrol,No,16-03-2016 00:00,0
398,19-03-2016 10:58,Honda_CRV_2.0_Executive_Top_Zustamd,private,offer,8000,suv,2007,manual,140,150000,6,NA,No,19-03-2016 00:00,0
399,26-03-2016 18:54,Volkswagen_Passat_Variant_1.9_TDI_Comfortline,private,offer,1990,Combi,2002,manual,101,150000,5,diesel,No,26-03-2016 00:00,0
400,18-03-2016 01:57,Audi_A4_Avant_S_line_2.0Tdi,private,offer,17450,Combi,2010,manual,143,150000,9,NA,NA,18-03-2016 00:00,0
401,14-03-2016 10:58,Audi_A3_kombilimousine,private,offer,12500,limousine,2009,manual,92,80000,5,petrol,No,14-03-2016 00:00,0
402,02-04-2016 10:43,Alfa_2_0_JTS,private,offer,2250,limousine,2002,manual,0,150000,6,petrol,NA,02-04-2016 00:00,0
403,28-03-2016 18:55,BMW_e46_316ti_compact,private,offer,5000,coupe,2001,automatic,116,80000,7,petrol,No,28-03-2016 00:00,0
404,26-03-2016 19:44,Peugeot_206_90_Quiksilver_Tuev_neu_1/2018,private,offer,1700,Small Car,2005,manual,88,150000,6,petrol,No,26-03-2016 00:00,0
405,09-03-2016 21:25,Volkswagen_Golf_Style_1.6_Diesel,private,offer,10499,limousine,2011,manual,105,150000,6,diesel,No,09-03-2016 00:00,0
406,24-03-2016 12:37,SLK_200_Kompressor_AMG_Felgen_Serciveh._Topgepflegt,private,offer,8349,cabrio,2005,manual,163,150000,1,petrol,No,24-03-2016 00:00,0
407,10-03-2016 20:52,Skoda_Octavia_2.0_TDI_DPF_DSG,private,offer,7750,Combi,2009,automatic,140,150000,1,diesel,No,10-03-2016 00:00,0
408,21-03-2016 19:54,Fiat_Bravo_1.6_Multijet_16V_DPF_Dynamic,private,offer,4500,limousine,2008,manual,105,150000,8,diesel,No,21-03-2016 00:00,0
409,21-03-2016 20:57,Audi_A4_Avant_2.0_TDI_DPF_Leder_Navi,private,offer,6500,Combi,2005,automatic,140,150000,12,diesel,No,21-03-2016 00:00,0
410,17-03-2016 13:36,BMW_BMW_525i_touring,private,offer,3180,Combi,2001,manual,192,150000,5,petrol,No,17-03-2016 00:00,0
411,24-03-2016 19:50,Kia_Rio_1.4_EX_Basis,private,offer,3900,Small Car,2009,manual,97,40000,4,petrol,No,24-03-2016 00:00,0
412,16-03-2016 21:25,Opel_astra_G_1.4_ecotec_105.000_km,private,offer,1400,limousine,2002,manual,0,125000,0,petrol,NA,16-03-2016 00:00,0
413,14-03-2016 17:49,Opel_Astra_1.6_Caravan_!_TÜV_03/2017_!_Klima_AHK_Servo_!,private,offer,1350,Combi,2000,manual,84,150000,12,petrol,No,14-03-2016 00:00,0
414,06-03-2016 16:43,Ford_Fiesta_TÜV_NEU!,private,offer,2999,limousine,2005,manual,69,125000,0,petrol,No,06-03-2016 00:00,0
415,19-03-2016 10:42,Ford_Kuga_2.0_TDCi_4x4_Aut._Titanium_m._Werksgarantie,private,offer,21500,suv,2012,automatic,163,60000,6,diesel,No,19-03-2016 00:00,0
416,09-03-2016 20:36,BMW_X3_3.0d_Aut.,private,offer,12990,limousine,2006,automatic,218,150000,12,diesel,No,09-03-2016 00:00,0
417,25-03-2016 17:51,Audi_A4_Avant_2_5_TDI,private,offer,3500,Combi,2004,manual,163,150000,4,diesel,No,25-03-2016 00:00,0
418,29-03-2016 13:46,Volkswagen_Golf_1.8_Turbo_GTI,private,offer,1300,limousine,2001,manual,150,150000,8,petrol,No,29-03-2016 00:00,0
419,21-03-2016 23:56,Ford_Maverick_2_mit_der_guten_2_0l_16V_Ford_Maschine_91kw_124_PS.,private,offer,3300,suv,2004,manual,121,150000,6,petrol,No,21-03-2016 00:00,0
420,27-03-2016 17:52,Peugeot_206_sw_110_HDI__TÜV_NEU!!!_Nur_noch_1_Woche_hier!!!!!!!!!,private,offer,2990,Combi,2005,manual,110,150000,2,diesel,NA,24-03-2016 00:00,0
421,04-04-2016 10:37,Mercedes_Benz_E_220_CDI_BE_Avantgard_MB_Garantie,private,offer,22800,limousine,2009,automatic,170,80000,10,diesel,No,04-04-2016 00:00,0
422,26-03-2016 12:49,Fiat_1_4L,private,offer,2500,Small Car,2006,manual,77,150000,3,petrol,No,26-03-2016 00:00,0
423,28-03-2016 23:54,MINI_Cooper,private,offer,17000,Small Car,2014,manual,136,20000,9,petrol,No,28-03-2016 00:00,0
424,05-03-2016 14:31,Fiat_Bravo,private,offer,3900,Small Car,2007,manual,150,150000,3,petrol,No,05-03-2016 00:00,0
425,16-03-2016 01:36,BMW_118d_DPF_Facelift_Aut._Sehr_gepflegt,private,offer,7230,limousine,2007,automatic,143,150000,3,diesel,No,16-03-2016 00:00,0
426,22-03-2016 08:56,Ford_Galaxy_16V_Ghia,private,offer,2450,bus,2001,manual,145,150000,7,petrol,No,22-03-2016 00:00,0
427,24-03-2016 20:37,Opel_Insignia_mit_sehr_sehr_viel_Ausstattung_im_TOP_Zustand,private,offer,15500,Combi,2012,manual,160,70000,2,diesel,NA,24-03-2016 00:00,0
428,22-03-2016 19:45,Hyundai__i30_1.4_Edition_Plus_49000_KM_1.Hand_8Fach,private,offer,6300,limousine,2009,manual,109,50000,6,petrol,No,22-03-2016 00:00,0
429,15-03-2016 18:50,Peugeot_307_HDi_135_OXYGO,private,offer,4499,limousine,2007,manual,136,125000,4,diesel,No,15-03-2016 00:00,0
430,11-03-2016 21:49,Renault_scenic,private,offer,4300,limousine,2007,manual,130,125000,8,diesel,NA,11-03-2016 00:00,0
431,03-04-2016 19:36,Ford_Focus_Turnier_1.6_TDCi_1.Hand_unfallfrei_privat,private,offer,6990,Combi,2010,manual,109,150000,11,diesel,No,03-04-2016 00:00,0
432,31-03-2016 22:54,Volkswagen_Golf_Variant_1.9_TDI,private,offer,2500,Combi,2002,manual,101,150000,4,diesel,No,31-03-2016 00:00,0
433,16-03-2016 12:49,Renault_Laguna_Coupe_Monaco_GP_V6_DCI_235_FAP_TÜV_Inspektion_NEU,private,offer,17590,coupe,2011,automatic,235,80000,2,diesel,No,16-03-2016 00:00,0
434,19-03-2016 20:53,Peugeot_207______1_4_Benzin_Euro_4,private,offer,2650,Small Car,2009,manual,95,70000,4,petrol,Yes,19-03-2016 00:00,0
435,25-03-2016 19:57,Mercedes_Benz_E_220_CDI_Automatik_Classic_AHK_Xenon_PDC,private,offer,4490,limousine,2003,automatic,150,150000,4,diesel,No,25-03-2016 00:00,0
436,21-03-2016 10:53,Gepflegter_Ford_Mondeo..Neuer_TÜV._.Neuer_Service..8_Fach_bereift,private,offer,2500,Combi,2003,manual,116,150000,2,NA,NA,21-03-2016 00:00,0
437,21-03-2016 20:54,Opel_Corsa_1.0_12V,private,offer,1400,Small Car,2002,manual,58,100000,6,petrol,No,21-03-2016 00:00,0
438,12-03-2016 16:59,Volkswagen_Golf_Variant_1.6_TDI_DPF,private,offer,7900,Combi,2010,manual,105,125000,6,diesel,No,12-03-2016 00:00,0
439,22-03-2016 00:58,BMW_335d_AUT./NAVI/F1/XENON/PDC/KEY.GO/19ZOLL/LEDER!,private,offer,14444,coupe,2007,automatic,286,150000,2,diesel,No,21-03-2016 00:00,0
440,28-03-2016 04:36,Volkswagen_Touran_2.0_TDI_DPF_Highline_R_line,private,offer,13000,bus,2008,manual,170,150000,11,diesel,No,28-03-2016 00:00,0
441,30-03-2016 18:47,Volkswagen_Passat_Variant_1.9_TDI_Comfortline,private,offer,3500,Combi,2001,manual,101,150000,5,diesel,No,30-03-2016 00:00,0
442,15-03-2016 14:51,Mazda_2_1.4l_Klimaanlage_1_Hand_Scheckheft_HU_Neu,private,offer,2300,Small Car,2005,manual,80,150000,2,petrol,No,15-03-2016 00:00,0
443,10-03-2016 16:55,Ford_Focus_Turnier_TDCi_Trend,private,offer,1700,Combi,2001,manual,116,150000,9,diesel,No,10-03-2016 00:00,0
444,30-03-2016 14:54,Audi_A3_1.9_TDI_Sportback_DPF_Ambiente,private,offer,6300,Combi,2007,manual,105,150000,7,diesel,No,30-03-2016 00:00,0
445,23-03-2016 20:36,Seat_Toledo_1.2_TSI_Start_&_Stop_Style_Salsa,private,offer,11490,limousine,2013,manual,105,20000,11,petrol,No,23-03-2016 00:00,0
446,23-03-2016 14:55,Vw_Touran_7_Sitzer,private,offer,5500,bus,2003,manual,136,150000,10,diesel,No,23-03-2016 00:00,0
447,14-03-2016 22:49,Fiat_500_1.2_Lounge,private,offer,6900,Small Car,2012,manual,69,80000,2,petrol,No,14-03-2016 00:00,0
448,01-04-2016 19:43,MINI_Mini_Cooper_S_Cabrio,private,offer,8888,cabrio,2005,manual,170,150000,1,petrol,No,01-04-2016 00:00,0
449,08-03-2016 21:49,Audi_A6_Avant_2.7_TDI_DPF,private,offer,6800,Combi,2005,manual,179,150000,10,diesel,No,08-03-2016 00:00,0
450,27-03-2016 18:46,Mercedes_Benz_CLA_200_7G_DCT_AMG_Line,private,offer,32700,coupe,2015,automatic,156,10000,1,petrol,No,27-03-2016 00:00,0
451,26-03-2016 08:53,Opel_Insignia_Limousine_2.0_dti,private,offer,8900,limousine,2009,manual,160,125000,5,diesel,No,26-03-2016 00:00,0
452,12-03-2016 21:45,Jaguar_S_Type_mit_LPG_Gas_Anlage_Klima,private,offer,3950,limousine,2003,manual,156,150000,4,petrol,No,12-03-2016 00:00,0
453,07-04-2016 05:36,BMW_318i_LIMUSINE,private,offer,2300,limousine,2000,manual,118,150000,9,petrol,No,07-04-2016 00:00,0
454,26-03-2016 14:58,Bmw_E60_M_paket_Ab_werk,private,offer,7600,limousine,2004,manual,177,150000,11,diesel,NA,26-03-2016 00:00,0
455,22-03-2016 18:48,Mazda_5_2.0,private,offer,4750,bus,2008,manual,143,150000,4,diesel,No,22-03-2016 00:00,0
456,28-03-2016 16:49,Audi_A3_1.9_TDI_Ambiente,private,offer,3500,limousine,2002,manual,101,150000,5,diesel,No,28-03-2016 00:00,0
457,11-03-2016 13:51,BMW_VB_318d_DPF_+_extra_Ausstattung_+_TÜV_NEU,private,offer,9200,limousine,2006,manual,122,150000,8,diesel,No,11-03-2016 00:00,0
458,02-04-2016 13:43,Opel_Astra_1.6_Klima_Anhaengerkupplung,private,offer,1800,Combi,2002,manual,101,150000,11,petrol,NA,02-04-2016 00:00,0
459,23-03-2016 18:52,BMW_735i_*LPG_Prins*,private,offer,6500,limousine,2002,automatic,272,150000,9,lpg,NA,23-03-2016 00:00,0
460,16-03-2016 21:52,Berlingo_Multispace_VTI,private,offer,6500,bus,2011,manual,120,100000,6,petrol,NA,16-03-2016 00:00,0
461,14-03-2016 19:38,Zafira_1.9CDTI_150PS_SKIN_Klima,private,offer,2500,Combi,2006,NA,150,150000,3,diesel,No,14-03-2016 00:00,0
462,12-03-2016 19:06,Opel_Vivaro_2.0_CDTI_L2H1_Lang,private,offer,6300,bus,2009,manual,114,150000,7,diesel,No,12-03-2016 00:00,0
463,27-03-2016 14:57,Volkswagen_Passat_Variant_2.0_5V,private,offer,1999,Combi,2003,manual,131,125000,4,petrol,Yes,27-03-2016 00:00,0
464,23-03-2016 18:37,Ich_veracufen,private,offer,1650,Combi,2004,manual,130,150000,8,diesel,No,23-03-2016 00:00,0
465,25-03-2016 13:49,Mercedes_Benz_A_170_Elegance,private,offer,5400,limousine,2006,manual,116,90000,11,petrol,No,25-03-2016 00:00,0
466,26-03-2016 12:51,Ford_Fiesta_1.4_Trend,private,offer,3900,Small Car,2005,manual,80,30000,1,petrol,No,26-03-2016 00:00,0
467,10-03-2016 15:50,Optik_vorne_Facelift___gruene_Plakatte,private,offer,4500,limousine,2002,manual,150,150000,9,diesel,No,10-03-2016 00:00,0
468,14-03-2016 20:43,Opel_Corsa_D_5_Tuerer_1_2_80_PS_Klima,private,offer,4999,Small Car,2007,manual,80,90000,8,petrol,No,14-03-2016 00:00,0
469,28-03-2016 21:52,Volkswagen_Fox_1.2,private,offer,2000,Small Car,2005,manual,54,150000,10,petrol,No,28-03-2016 00:00,0
470,27-03-2016 13:55,Renault_Grand_Espace_3.0_dCi___Vollausstattung___7_Sitze,private,offer,3250,bus,2003,automatic,177,150000,1,diesel,No,27-03-2016 00:00,0
471,03-04-2016 14:46,Jeep_Grand_Cherokee_3.0I_CRD_Overland,private,offer,34500,suv,2012,automatic,241,70000,10,diesel,No,03-04-2016 00:00,0
472,02-04-2016 12:54,Gepflegter_Polo__1.0,private,offer,2100,NA,2016,manual,50,125000,8,NA,No,02-04-2016 00:00,0
473,01-04-2016 20:56,Smart_Roadster_Coupe,private,offer,4200,cabrio,2003,automatic,82,150000,9,petrol,No,01-04-2016 00:00,0
474,17-03-2016 20:43,Volkswagen_New_Beetle_Cabriolet_1.4,private,offer,5999,cabrio,2003,manual,75,125000,3,petrol,No,17-03-2016 00:00,0
475,25-03-2016 15:41,Volkswagen_Golf_Plus_2.0_TDI_DPF_Comfortline,private,offer,9850,bus,2010,automatic,140,100000,3,diesel,No,25-03-2016 00:00,0
476,08-03-2016 10:51,BMW_118d_Coupe_Aut.,private,offer,20500,coupe,2013,automatic,143,60000,4,diesel,No,08-03-2016 00:00,0
477,29-03-2016 19:51,Opel_Corsa_D_5Tuerig_mit_Fahrradtraeger,private,offer,5199,Small Car,2009,manual,80,60000,6,petrol,No,29-03-2016 00:00,0
478,15-03-2016 14:50,Volkswagen_Scirocco_1.4_TSI___Top_Zustand_!!!!,private,offer,9700,coupe,2008,manual,160,150000,8,petrol,No,15-03-2016 00:00,0
479,15-03-2016 18:39,ML320_CDI_4Matic_7_G_Tronic_Vollausstattung,private,offer,16500,NA,2016,automatic,224,150000,6,NA,No,15-03-2016 00:00,0
480,25-03-2016 13:47,Opel_Astra_1_9_CDTI,private,offer,5900,Combi,2009,manual,150,150000,3,diesel,NA,25-03-2016 00:00,0
481,06-03-2016 17:43,Hyundai_Getz_1.1,private,offer,2399,Small Car,2007,manual,67,150000,1,petrol,No,06-03-2016 00:00,0
482,20-03-2016 18:45,Volkswagen_Tiguan_2.0_TDI_DPF_4Motion_BlueMotion_Techn....,private,offer,26990,suv,2013,automatic,177,60000,6,diesel,No,20-03-2016 00:00,0
483,28-03-2016 12:41,Ford_Mondeo_2.2_Turnier_TDCi_Titanium_X_tuev_10.2017,private,offer,3950,Combi,2006,manual,155,150000,9,diesel,No,28-03-2016 00:00,0
484,22-03-2016 23:45,Audi_A6_2_5TDI_179PS,private,offer,1799,Combi,2003,automatic,179,150000,0,diesel,Yes,22-03-2016 00:00,0
485,31-03-2016 17:46,VW_Lupo_Tuev_08/2017_Servo_zentral_D4_67Euro_Steuern_Anfaenger!,private,offer,1200,Small Car,2000,manual,50,150000,6,petrol,NA,31-03-2016 00:00,0
486,20-03-2016 17:37,Mazda_Premacy_1.9,private,offer,2500,bus,2001,manual,101,125000,12,petrol,No,20-03-2016 00:00,0
487,03-04-2016 23:52,Volkswagen_Touran_2.0_TDI_DPF_DSG_Highline_+_Navi,private,offer,11500,bus,2007,automatic,140,150000,5,diesel,No,03-04-2016 00:00,0
488,14-03-2016 11:38,Peugeot_207_VTi_95_1._Hand_TÜV_neu,private,offer,3299,Small Car,2009,manual,95,150000,3,petrol,No,14-03-2016 00:00,0
489,03-04-2016 21:49,Fiat_Freemont_Lounge,private,offer,20000,Combi,2012,manual,170,60000,6,diesel,No,03-04-2016 00:00,0
490,14-03-2016 03:51,Chevrolet_Lacetti,private,offer,2990,limousine,2006,manual,109,90000,9,petrol,No,13-03-2016 00:00,0
491,20-03-2016 22:53,Golf_IV___TDI_101_PS,private,offer,2500,limousine,2003,manual,101,150000,0,diesel,NA,20-03-2016 00:00,0
492,22-03-2016 08:55,Mercedes_C200_CDI_Kombi___2006__Facelift.,private,offer,4350,Combi,2006,manual,122,150000,6,diesel,No,22-03-2016 00:00,0
493,25-03-2016 13:47,VW_Touran_1_9_TDI___AHK__Zahnriemen_Neu___Alufelgen.,private,offer,6999,bus,2007,manual,105,150000,6,diesel,NA,25-03-2016 00:00,0
494,05-04-2016 11:54,Bmw_E65_730d_Facelift_Sport_Alpina_Umbau_Unfall,private,offer,8690,limousine,2006,automatic,231,150000,12,diesel,Yes,19-03-2016 00:00,0
495,26-03-2016 14:36,Volkswagen_CC_1.4_TSI___8_Fach_Bereifung___XENON___Navi,private,offer,18490,coupe,2013,manual,160,60000,6,petrol,No,26-03-2016 00:00,0
496,02-04-2016 10:54,VW_Lupo_50_Servo__TÜV_neu._Euro_4.,private,offer,1490,Small Car,2001,manual,50,125000,10,petrol,No,02-04-2016 00:00,0
497,08-03-2016 16:50,BMW_316i,private,offer,3250,limousine,2000,automatic,105,150000,4,petrol,No,08-03-2016 00:00,0
